NAME,AB,ST,EHG,AP,CHCH,BC,CIM,PCI,DES,EST,LC,FA,CAA,CEXA,CHC,CHH,CAMG,COND,CECN,SEP,CE,BRE,ACC,COM,NOMS,T,LT,KM,FALLA,TIPO,DESC,OBS,CORR
172,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
173,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
174,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
175,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
176,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
177,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
178,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
179,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
180,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
181,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
182,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
183,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
184,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
185,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
186,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
187,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
188,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
189,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
190,S5,S5,S5,S5,S5,S5,S4,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S5,S4,S3,S0,S2,0.926,93100,,,No falla,,,
191,S5,S5,S5,S5,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S0,S2,0.958,93100,,,No falla,,,
192,S5,S5,S5,S5,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S5,S4,S5,S5,S5,S5,S5,S5,S5,S0,S2,0.958,93100,,,No falla,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,93610,,29/07/2006,B0= DESCARGA ATMOSFERICA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,93610,,29/07/2008,C0= VIENTOS FUERTES,"FUERTES VIENTOS Y LLUVIAS CON GRANIZO AL MOMENTO DEL DISPARO ARQUEO DEL CONDUCTOR A CRUCETA DE ESTRUCTURA AUTOSOPORTADA DE LINEA DE 115KV, EN CLARO DE ESTRUCTURAS 37 Y 38",,29/07/2008
231,,,,,,,,,,,,,,,,,,,,,,,,,,,A3L60,16,13/06/2013,B0= DESCARGA ATMOSFERICA,"CADENA FLAMEADA ESTRUCTURA No. 231 DE SUSPENSION FASE ""B"" INFERIOR.",,27/06/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,A3L60,20.95,08/10/2009,B0= DESCARGA ATMOSFERICA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,93100,71,19/11/2014,C2= QUEMA DE BOSQUE,"QUEMA DE MATORRALES (PLANTAS RODANTES), FUERA DERECHO DE VIA, PRESENTÁNDOSE ARCO ELÉCTRICO EN CONDUCTORES DE LAS FASES “B” Y “C”, CAUSADO INTENCIONALMENTE POR PERSONAL VÁNDALOS.",,19/11/2014
